ID,speaker,stage,paragraph,source_file,Sound: Ja/Nein?,Lautstärkeniveau (0;1-5),Kommentar
1757,DUFROY,sagt losbrechend.,Wir sind das Opfer einer ganz unerhörten Mystifikation!,holz-ignorabimus.xml,ja,,
2906,ONKEL LUDWIG,sagt loslegend.,Na! ... Denn werd ich dir mal ... was sagen! ...,holz-ignorabimus.xml,ja,,
1212,ONKEL LUDWIG,"sagt losplatzend; mit »schwellender Zornader«; erst zu Georg und Marianne rüber, dann zu
  Dufroy.",Ich dachte ... der Scheiterhaufen ...,holz-ignorabimus.xml,ja,,
3303,DUFROY,"sagt mahnend-eindringlich, fast priesterlich.","Es ist deine Pflicht! Deine ernste, heilige, unabweisbare Pflicht!",holz-ignorabimus.xml,ja,,
3467,MARIANNE,"sagt malend-lebendig; betreffende, alles verdeutlichende Gesten.","Die große Wanduhr im Nebenzimmer, dessen Tür, wie stets, weit offen stand, hatte zum Schlagen grade ausgeholt, ich lag mitten im Dunklen ... der kleine Ruck ... klang mir noch im Ohr ...",holz-ignorabimus.xml,ja,,
3268,ONKEL LUDWIG,sagt melancholisch nickend.,Unsre alte Mutter drüben ...,holz-ignorabimus.xml,ja,,
24,ONKEL LUDWIG,sagt melancholisch vor sich hin.,Einsam ...,holz-ignorabimus.xml,ja,,
647,DUFROY,sagt mild abgeklärt-bitter.,"Die Wissenschaft, mein lieber Sohn, hat schon viele »Wahrsprüche« verkündigt! Und noch alle haben sich bis jetzt ... als falsch erwiesen!",holz-ignorabimus.xml,ja,,
3092,DUFROY,"sagt mild-ernst; mit dem Bestreben, alles »Vergangene« nun »vergeben und vergessen« sein
  zu lassen.","So schmerzlich, so tief schmerzlich mich jene Abweisung von dir damals auch traf, ich habe sie dir nicht ...",holz-ignorabimus.xml,ja,,
3051,ONKEL LUDWIG,sagt mißtrauisch.,»Aber ...?«,holz-ignorabimus.xml,ja,,
2921,DUFROY,sagt mit »eherner Stirn«.,Jawohl! Zwanzig!,holz-ignorabimus.xml,ja,,
535,MARIANNE,sagt mit »großen Augen«; allereifrigst.,Du irrst dich! Ich ... glaube bestimmt ...,holz-ignorabimus.xml,ja,,
982,GEORG,"sagt mit Absicht auf ihren Ton, so durchaus er ihn auch gehört hat, nicht eingehend;
  sein von ihr unterbrochnes Thema nochmals aufnehmend.",Trotz all ... seiner ja sonst unbestreitbaren Konzilianz ... bricht bei ihm erst ... der deutsche Professor durch ...,holz-ignorabimus.xml,ja,,
244,MARIANNE,sagt mit aller Bestimmtheit.,Ja!,holz-ignorabimus.xml,ja,,
3548,GEORG,sagt mit aller Energie auf sie einredend.,"Nicht »vielleicht«, sondern absolut ganz und gar sicher! Denn das beweist ...",holz-ignorabimus.xml,ja,,
823,MARIANNE,sagt mit aller Energie sich zusammenraffend.,Es war ... deine eigene ... Überzeugung vorhin ...,holz-ignorabimus.xml,ja,,
829,MARIANNE,sagt mit aller Gewalt aufrecht; seinen Blick erwidernd.,Ich ... hoffe es!,holz-ignorabimus.xml,ja,,
811,MARIANNE,sagt mit aller Gewalt sich dagegen wehrend.,Hätte dein Sohn ...,holz-ignorabimus.xml,ja,,
2532,DUFROY,"sagt mit aller Gewalt und Kraft sich nun endlich und bis ins letzte zusammenraffend;
  schnelle, fast atemlose Sprechweise.","Deine ganze Phantastik, um dich zu beruhigen, nur um dich zu beruhigen, einen Moment, einen kurzen Moment hypostasiert und als Realität, als volle, zurück- und hinter uns liegende, diskutierbare Realität interimistisch akzeptiert und angenommen! Schön! Gut! Also deine Frau war durch einen Zufall ... mein Gott, durch einen Zufall, durch irgendeinen Zufall ... mit diesem auch mir höchst unsympathischen Herrn an jenem Abend, sagen wir auf der Straße, in einer Gesellschaft oder im Vestibül eines Etablissements ...",holz-ignorabimus.xml,ja,,
3027,DUFROY,sagt mit aller Kraft auf ihn einsprechend.,"Ein bizarr verzerrtes, outriert groteskes, beklagenswert bedauerliches Erinnrungs-",holz-ignorabimus.xml,ja,,
2505,MARIANNE,"sagt mit aller Kraft sich jetzt ebenfalls aufraffend; letzte,
  entschlossen-verzweifeltste Energie.",Du wirst ... weder selbst gehn ...,holz-ignorabimus.xml,ja,,
3580,GEORG,"sagt mit aller Kraft sich wieder sammelnd, von neuem auf und ab.","Ich kann die Erscheinung ... dies Doppelwesen, oder das Phantom ... und überhaupt ... den ganzen, gesamten, einschlägigen Rätselkomplex ... der mit dieser letzten ... scheußlichen Sitzung heute ... seinen letzten ... scheußlichen Abschluß gefunden hat ... weder dir ... noch mir ... erklären! ... Er entzieht sich für mich ... jeder Deutung! ... Aber gegen den Wahnsinn ... jawohl, Wahnsinn ... daß die Erscheinung, und sei s auch nur aus irgend einer Ecke her ...",holz-ignorabimus.xml,ja,,
2664,DUFROY,sagt mit aller Kraft sich zur Ruhe zwingend.,"Du schwelgst mal wieder in einer exaltierten, krampfhaft übertriebnen, grausamen Farbenfreudigkeit in Worten ...",holz-ignorabimus.xml,ja,,
1108,DUFROY,sagt mit aller Mühe an sich haltend.,"Wenn ich mich nicht in diesem Augenblick ... mit aller Energie daran zu erinnern versuchte ... daß hinter dir eine ernsthafte Vergangenheit als makelloser, ehrlicher Forscher liegt ... den ich noch dazu selbst ...",holz-ignorabimus.xml,ja,,
1602,MARIANNE,"sagt mit angstvoll-entsetzter, wie von einem namenlosen Grauen durchzitterter Stimme
  hinterm Vorhang; alle wie starr.",Nicht! ... Laß! ... Weg!,holz-ignorabimus.xml,ja,,
860,UEXKÜLL,sagt mit Augen wie ein Hypnotiseur.,"Diese junge Frau, von einem entzückend südlichen Typus, mit einem Profil ...",holz-ignorabimus.xml,ja,,
1332,ONKEL LUDWIG,sagt mit beiden Händen sich die Ohren zuhaltend.,Schon wieder!,holz-ignorabimus.xml,ja,,
1959,ONKEL LUDWIG,"sagt mit beiden Händen wie nach dem betreffenden Unheilszentrum an sich herumsuchend;
  Vogellärm schwächer.","Lungen-, Magen- oder Leberkrebs!",holz-ignorabimus.xml,ja,,
1077,DUFROY,sagt mit bereits heimlich siegreichem Triumph.,Und wie erklärst du dir das?,holz-ignorabimus.xml,ja,,
3122,DUFROY,sagt mit bereits leicht gekrauster Stirn.,Aber so hör doch!,holz-ignorabimus.xml,ja,,
770,GEORG,sagt mit dadurch nur um so verdoppeltem Ingrimm in seiner Abrechnung weiter.,"Oder aller beider ... daß ich dann also aber auch ganz unmöglich ... und zwar auf Grund meines dir gegebenen Worts und Versprechens ... deine damals »in allen Himmeln schwebende« Schwester ... durch irgendeine, und sei es nur die geringste Andeutung, die an den voraufgegangenen Abend rührte ... jäh auf diesen fragwürdigen, zweifelhaften,",holz-ignorabimus.xml,ja,,
833,MARIANNE,"sagt mit dem Aufgebot ihrer letzten, sie fast bereits verlassenden Kraft.",Tus!,holz-ignorabimus.xml,ja,,
1589,ONKEL LUDWIG,"sagt mit dem brav und bieder gemeinten Versuch, der nun schon wieder so mehr als
  »bedenklich« gewordnen »Situation« dadurch »aufzuhelfen«; Taper wie immer.",Vielleicht ... entsinnt sich jetzt Herr Baron?,holz-ignorabimus.xml,ja,,
714,MARIANNE,"sagt mit dem geheimen Bestreben, ihn, falls das noch angängig, von seinem gefaßten
  Entschluß abzubringen; in ihrem Satz fort und zu Ende.",Eine solche ... auch für mich und mein Empfinden gänzlich überflüssige Diskussion ... brauchte ja gar nicht Platz zu greifen!,holz-ignorabimus.xml,ja,,
798,GEORG,"sagt mit dem halben Versuch, sich vor ihr zu verteidigen.","Da du, entgegen dem ursprünglichen Wunsch deines Vaters ... dich hier in Berlin seinem Spezialfach zu widmen ... in Genf ... sofort umgeschlagen warst ... und statt Medizin Chemie studiertest ... hatten sich gewisse ... interessierende ... Anhalte ganz von selbst ergeben!",holz-ignorabimus.xml,ja,,
2768,DUFROY,"sagt mit dem nochmals vergeblichen Versuch, ihn ... seiner empörten Entrüstung, wenn
  auch nicht zu widerlegen, so doch wenigstens aufzuhalten.",Du ... konntest unmöglich ...,holz-ignorabimus.xml,ja,,
2476,ONKEL LUDWIG,"sagt mit dem ungeschickten Versuch, ihn zurückzuhalten.",Sie werden doch nicht ... jetzt ...,holz-ignorabimus.xml,ja,,
2191,DUFROY,"sagt mit dem vergeblichen und noch dazu in seiner Konsterniertheit ganz und gar
  ungeschickten Versuch, ihr ihre Fordrung, und wenn auch nur für den Augenblick,
  auszureden.",Du wirst ja alles ... durch mich erfahren! Dir soll nichts verschwiegen werden! Nur ...,holz-ignorabimus.xml,ja,,
2536,DUFROY,sagt mit dem vergeblichen Versuch ihn zu unterbrechen.,»Die Au ...«,holz-ignorabimus.xml,ja,,
2113,UEXKÜLL,"sagt mit dem vergeblichen Versuch, für die Abwesende, wenn auch keinen
  Entschuldigungsgrund, so doch wenigstens irgend etwas dem ähnliches zu
  konstruieren.",Die Psychologie ... aller solcher Medien scheint mir eine so diffizile ...,holz-ignorabimus.xml,ja,,
2989,DUFROY,"sagt mit dem vergeblichen Versuch, ihn zu unterbrechen.",Hör ...,holz-ignorabimus.xml,ja,,
3068,DUFROY,"sagt mit dem vergeblichen Versuch, wieder zu Wort zu kommen.",Aber es liegt mir ja völlig ...,holz-ignorabimus.xml,ja,,
262,MARIANNE,sagt mit dem Versuch sich wieder zusammenzuraffen.,"Ich hätte bei meiner Rückkehr ... eigentlich unbedingt auf einige Minuten ... auch noch zum Vater und der Großmutter mit rangehn müssen ... war aber so erschöpft, daß ich kaum wußte ... wie ich mich durch den Garten fand! Und als du mich dann vorhin ... ohne daß ich dein Kommen gehört ... plötzlich ... so unvermutet ansprachst ... hatte ich für den Bruchteil einer Sekunde fast die schreckhafte Illusion ...",holz-ignorabimus.xml,ja,,
2690,DUFROY,"sagt mit dem Versuch, dem Verzweifelten, soweit ihm dies möglich ist, Trost
  einzusprechen.","Du kannst ... und solltest, trotz alledem, froh sein ... daß du deine Erkenntnis ...",holz-ignorabimus.xml,ja,,
116,MARIANNE,"sagt mit dem Versuch, ihn wieder zu unterbrechen.",Du kannst aber doch Georg ...,holz-ignorabimus.xml,ja,,
2647,GEORG,"sagt mit dem Versuch, ihn zu unterbrechen.",Was ...,holz-ignorabimus.xml,ja,,
409,ONKEL LUDWIG,"sagt mit dem Versuch, in dieser prekären Situation gegen sein eignes Gewissen den
  ehrlichen Makler und Vermittler zu spielen; von einem zum andern.","Ja, was ist da ...? Was ... e ... läßt sich da ...?",holz-ignorabimus.xml,ja,,
3280,ONKEL LUDWIG,"sagt mit dem Versuch, sich wieder aufzurappeln.",Und ich hatte ... in meiner weiten ... einsamen Ferne damals ...,holz-ignorabimus.xml,ja,,
1195,DUFROY,"sagt mit dem Versuch, sich wieder zusammenzuraffen.",Ich bedaure ... daß du in solche Hände geraten bist! ... Aber ... so Gott will ...,holz-ignorabimus.xml,ja,,
1106,MARIANNE,"sagt mit dem Versuch, zwischen beiden zu vermitteln; gehend zu Georg rüber.",Georg!,holz-ignorabimus.xml,ja,,
1532,ONKEL LUDWIG,sagt mit den Augen nach oben.,Und nachdem wir den eisernen Wetterschirm ...,holz-ignorabimus.xml,ja,,
432,ONKEL LUDWIG,"sagt mit den Blumen, die er an sich gerafft hat; schon unterwegs nach der Tür
  rechts.","Zum ersten Mal, seit ich hier bei euch hause! Wenn das nicht eine Explosion gibt!",holz-ignorabimus.xml,ja,,
235,ONKEL LUDWIG,"sagt mit der Absicht, seinen Satz jetzt zu schließen.",Und der heute allgemein übliche ...,holz-ignorabimus.xml,ja,,
1184,GEORG,"sagt mit der gleichen, ehernen Ruhe, wie vorhin.","Einer armen, gequälten Menschheit, der dies elende, unsinnige, irdische Jammerdasein nicht genügt, und die an ihm verzweifelt, die Unsterblichkeit derselben Seele unwiderlegbar zu beweisen, die ihr unter euern Seziermessern ... nie habt finden können! ...",holz-ignorabimus.xml,ja,,
1776,DUFROY,sagt mit der Hand nach ihrem Schleier.,Nicht eher ...,holz-ignorabimus.xml,ja,,
2446,UEXKÜLL,"sagt mit der Linken sich über die Stirn streichend; noch mal einen Schritt
  zurück.",»Drei ...?«,holz-ignorabimus.xml,ja,,
2475,UEXKÜLL,sagt mit der Miene und in der Haltung eines sich Verabschiedenwollenden.,Ich habe die verehrten Herrschaften bereits allzulange ...,holz-ignorabimus.xml,ja,,
2811,ONKEL LUDWIG,"sagt mit der zitternd ausgestreckten Rechten, plötzlich wie irrsinnig, nach dem kleinen
  Schrägsofa links; »a« kurz.",Da!,holz-ignorabimus.xml,ja,,
1031,MARIANNE,"sagt mit deren Kraft es jetzt fast zu Ende ist; ihr bereits so gut wie gewonnenes Spiel
  durch eine einzige, ungeschickte Wendung beinahe wieder auf- und preisgebend.",Ich kann dir nur wiederholen! Wenn du durchaus drauf bestehst ...,holz-ignorabimus.xml,ja,,
862,UEXKÜLL,"sagt mit derselben Ruhe und Sicherheit, in seiner Bestimmtheit unvermindert, seinen
  Bericht jetzt schließend.","Wir landeten in einem sehr netten Lokal der Friedrichstadt ... in einem kleinen, achteckigen Rokokozimmerchen, das reizend war ... die gefährlichen Medikamente hatte ich unterwegs schon beschlagnahmt ... und so anfänglich gnädige Frau gedrängt hatten, es war bereits gegen Eins geworden, als ein grausames Automobil ...",holz-ignorabimus.xml,ja,,
766,GEORG,"sagt mit dessen »Fassung« es jetzt aus ist; ihr wieder gegenüber; wenn auch fast durch
  die halbe Bühne von ihr getrennt.","War es auch »halb willenlos unbewußt« von dir gewesen, daß du deine so »fast automatisch blitzschnell« übernommene Rolle, vielleicht gut eine dreiviertel Stunde lang mit dem Aufwand und Aufgebot der denkbar ingeniös-raffiniertesten Geschicklichkeit und Verstellungskraft weiter und zu Ende spieltest? Daß du mich, schmeichlerisch-zärtlichst, um nicht zu sagen geradezu verführerischst, mit allen Mitteln listigster Beredsamkeit, daran hindertest, sofort und auf der Stelle, wie mir dies damals als das einzig Natürliche und Selbstverständliche erschien, vor deinen Vater zu treten, und daß du mir beim Abschied, zum Schluß, ich verstand dich damals nicht, das bindende Wort, das feste Gelöbnis, das heiligste Versprechen abnahmst, zu niemand von unsrer Begegnung ...",holz-ignorabimus.xml,ja,,
2104,ONKEL LUDWIG,"sagt mit dieser Erklärung, kein »Spielverderber«, durchaus ebenfalls zufrieden.",Das kann allerdings auch sein!,holz-ignorabimus.xml,ja,,
1426,ONKEL LUDWIG,"sagt mit Eifer darauf eingehend; sich und seinen Tröster nach Kräften
  »betrügend«.","Nu ja! Vielleicht n kleiner, vorübergehender Ansatz zu so n bißchen Gallengrieß! Aber sonst ...",holz-ignorabimus.xml,ja,,
1616,DUFROY,"sagt mit einem ähnlichen Blick, kopfnickend, ihm zustimmend.",»Ihr stört uns bloß!«,holz-ignorabimus.xml,ja,,
3479,MARIANNE,"sagt mit einem Blick wieder auf die Uhr, als hätte er sie auch diesmal wieder gar nicht
  unterbrochen.",In nicht allzu viel Minuten mehr ...,holz-ignorabimus.xml,ja,,
1125,GEORG,sagt mit einem erneuten »Blick« zu Marianne rüber.,"Ah, sieh da!",holz-ignorabimus.xml,ja,,
2194,MARIANNE,"sagt mit einem erstaunt-fragenden Blick nach Georg rüber, der, ihr jetzt den Rücken
  drehend, vor seinem Fenster links wieder stehngeblieben.",Wes-halb nicht ... durch ...?,holz-ignorabimus.xml,ja,,
2244,GEORG,"sagt mit einem höhnisch-wütenden, verächtlichen, halb Zisch-, halb Nasallaut seinen Gang
  wieder aufnehmend.",Thä ...!,holz-ignorabimus.xml,ja,,
3622,GEORG,"sagt mit einem jähen Ruck seinen Gang wieder aufnehmend; schnellste, sich fast
  überstürzende Sprechweise.","Dann war dieser ganze Spuk ... dieser ganze, sich so hypertranszendental gebärdende Schwindel ... alles, was uns in dieser lächerlichen, kläglichen Sitzung so raffiniert diabolisch spitzfindig foppte, narrte und prellte, nichts als das bizarr irreführende, phantastisch aufgestutzte, zwitterhafte Produkt deiner unterbewußt automatisch aus sich selbst reagierenden Psyche!",holz-ignorabimus.xml,ja,,
2595,GEORG,sagt mit einem jähen Ruck seinen Gang wieder aufnehmend.,Hund der!,holz-ignorabimus.xml,ja,,
2127,DUFROY,"sagt mit einem kurzen, entsprechenden Blick zu ihm, wie um ihn noch mal an sein gegebnes
  Wort zu erinnern.",Sie will durchaus von dir wissen ...,holz-ignorabimus.xml,ja,,
2473,UEXKÜLL,"sagt mit einem leichten, bestätigenden Kopfnicken seine Erklärung korrekt
  schließend.","Und ich gedenke jetzt, ihm dieses Anrecht",holz-ignorabimus.xml,ja,,
179,ONKEL LUDWIG,"sagt mit einem letzten, noch gesteigerten Versuch, sich zu »salvieren«.",Ich?? ... Verbrechen?!,holz-ignorabimus.xml,ja,,
1478,UEXKÜLL,"sagt mit einem Unterton leiser Ungeduld, wie von der ganzen »Angelegenheit« durch seinen
  Gegner »belästigt«.",Was ich auch nie behaupten werde!,holz-ignorabimus.xml,ja,,
3816,DUFROY,sagt mit einem wie mahnend-flehenden Blick zu ihm; tiefst erschüttert.,Georg!,holz-ignorabimus.xml,ja,,
3750,GEORG,"sagt mit einem wieder halb angstvollen und doch dabei jetzt wie bereits halb
  zuversichtlichen Blick nach der Uhr.",Noch ... wenge ...,holz-ignorabimus.xml,ja,,
2412,UEXKÜLL,"sagt mit einer leichten, diskret-skeptischen Bewegung dies mehr als in Frage
  stellend.",Heimlich?,holz-ignorabimus.xml,ja,,
1386,UEXKÜLL,"sagt mit einer leichten, sich entschuldigenden Kopfbewegung zuerst zu Onkel Ludwig, dann
  zu Dufroy rüber.","Herr Doktor verzeihn! ... Exzellenz gnädigstes Fräulein Tochter hatten sich, bevor wir diesen Raum, der erst gereinigt und gelüftet werden mußte, betraten, etwa gut eine dreiviertel Stunde lang auf ihr Zimmer zurückgezogen, was für die Dame des Hauses, in dem",holz-ignorabimus.xml,ja,,
2146,MARIANNE,"sagt mit einer leisen Abwehr zu Uexküll rüber; ihn an seinem Platz zurückhaltend; wie
  eine nach schwerster Krankheit noch ganz müde und ermattete Rekonvaleszentin; stärkerer
  Windzug, nochmals Tropfen.",Die frische Regenluft ... ist so angenehm ...,holz-ignorabimus.xml,ja,,
173,ONKEL LUDWIG,"sagt mit Emphase ausholend; in ungeheuerlichster Naivität; argloser und unschuldiger als
  ein neugebornes Kind.","Wenn ich nicht befürchten müßte, dir damit ... wenn auch noch nicht die Sache selbst, so doch wenigstens schon ihren eigentlichen und Hauptpunkt ... so gewissermaßen zu verraten, ich würde dir jetzt drauf antworten, das »Verbrechen« hatte bereits vorher gelegen!",holz-ignorabimus.xml,ja,,
1050,GEORG,"sagt mit erheblich zusammengezognen Brauen; im Ton aber noch mit aller Macht an sich
  haltend.",Du solltest jetzt deine Vorwürfe weniger auf Marianne abladen ... als ...,holz-ignorabimus.xml,ja,,
165,ONKEL LUDWIG,sagt mit erhobner Stimme; sie znrechtstupsend.,"Ich spreche von der Dame, verwitwete Brodersen, emeritierte Tänzerin, die noch keine zehn Monate nach dem Hinscheiden meines Vaters ...",holz-ignorabimus.xml,ja,,
2443,MARIANNE,sagt mit erhobner Stimme.,In dieser nun bald ... kommenden Nacht ... vor drei Jahren ... plötzlich ... ereignete sich ... die Katastrophe!,holz-ignorabimus.xml,ja,,
58,MARIANNE,"sagt mit erneutem, nochmaligem Versuch sich zusammenraffend.",Würdest du es aber ... vielleicht trotzdem über dich gewinnen ... könntest du es dir ... abringen ... die alte Frau noch mal zu sehn ...,holz-ignorabimus.xml,ja,,
1599,ONKEL LUDWIG,"sagt mit feierlichst erhobner Linken; eine neue Art »Moses«, der seinem »Volk« mit
  prophetisch ausdeutender Stimme ein »Gesetz« verkündigt.",Medien in Trance ... schützen die Spirits!,holz-ignorabimus.xml,ja,,
2487,MARIANNE,"sagt mit fiebernden, jagenden Pulsen.",Das ... darf nicht ... sein! Das darf unter keinen Umständen ...,holz-ignorabimus.xml,ja,,
999,MARIANNE,"sagt mit finster zusammengezognen Brauen; ihre Augen in seinen; Sonne wieder
  erloschen.","Das, hoffst du ... wirst du zu hören bekommen, wenn du jetzt ...",holz-ignorabimus.xml,ja,,
2599,GEORG,"sagt mit geballten Fäusten, rasend, auf und ab.",Morgen!! ... Morgen!!!,holz-ignorabimus.xml,ja,,
3346,GEORG,sagt mit gekrampften Fäusten einen Schritt zurück.,Oder daß ich nicht sogar ganz im Gegenteil bereits längst fest entschlossen wäre ...,holz-ignorabimus.xml,ja,,
3801,DUFROY,sagt mit gesammeltster Energie; nochmals unwillkürlich in den Zuschauerraum.,"Ein leeres, wesenloses Trugbild!!",holz-ignorabimus.xml,ja,,
3800,MARIANNE,"sagt mit geschlossen Augen, beide Hände zitternd gekrampft, in ihrem Sessel ganz zurück;
  wie sich vor ihrer grauenhaften Halluzination in sich selbst verkriechend.",Wie ... damals!! Wie ...,holz-ignorabimus.xml,ja,,
2444,UEXKÜLL,"sagt mit geschlossen Augen, die Hände gekrampft, den Kopf zurück, als ob er sein
  Todesurteil empfangen.",Und mich ... trifft die Schuld! Mich ...,holz-ignorabimus.xml,ja,,
3529,MARIANNE,sagt mit geschlossen Lidern seine Worte wie in sich schlürfend.,Vom ... ersten ...,holz-ignorabimus.xml,ja,,
280,MARIANNE,sagt mit geschloßnen Augen wegblickend.,Grauenhaft!,holz-ignorabimus.xml,ja,,
197,ONKEL LUDWIG,sagt mit gespitzten Ohren; scharf.,Hä?,holz-ignorabimus.xml,ja,,
641,DUFROY,sagt mit gesteigerter Verwunderung; noch wie vorhin.,Du verlangst ...,holz-ignorabimus.xml,ja,,
3385,DUFROY,"sagt mit Gewalt sich wieder nach der Uhr znrückdrehend; die Hand bereits nach ihrem
  Zeiger.",Immerhin!,holz-ignorabimus.xml,ja,,
3285,DUFROY,sagt mit Gewalt sich wieder zusammenraffend; Auto.,Der furchtbare ... Entsetzensschlag ... der uns dann schließlich alle ... kaum zwei Monate vor deiner endlichen Wiederzurückkehr ... durch Mariette traf ...,holz-ignorabimus.xml,ja,,
336,ONKEL LUDWIG,sagt mit gewichtigster Bestätigung.,Fast Schlag zwölf ...,holz-ignorabimus.xml,ja,,
3781,MARIANNE,"sagt mit groß angstvoll aufgerissnen Augen, noch gesteigerter als vorhin.",Habt ihr ... nicht gesehn?,holz-ignorabimus.xml,ja,,
1881,DUFROY,sagt mit größter Bestimmtheit.,"Ich habe dieses Stück, das ich sofort wiedererkannte ...",holz-ignorabimus.xml,ja,,
2638,DUFROY,sagt mit größter Bestimmtheit.,Auch dann! Denn er wüßte ... durch sein Unterbewußtsein ... gewissermaßen posthypnotisch ... trotzdem ...,holz-ignorabimus.xml,ja,,
3523,MARIANNE,sagt mit hochgezogenen Schultern abgewandt.,Wer sagt ...,holz-ignorabimus.xml,ja,,
1362,DUFROY,sagt mit hochgezognen Schultern; »a« kurz; »lächelnd«.,Ja ...,holz-ignorabimus.xml,ja,,
417,ONKEL LUDWIG,sagt mit ihrer Argumentation nichts weniger als einverstanden; halb unwillig.,»Vor diesem ...«,holz-ignorabimus.xml,ja,,
268,MARIANNE,"sagt mit ihrer Aufmerksamkeit, seit das Klingelzeichen ertönt ist, immer wieder nach der
  Tür links; ihn ungeduldig unterbrechend; mit dabei fast schmerzlich zusammengezogenen
  Brauen.",Unsinn! ... Dein abgeschmackter Seladon und Mariette!,holz-ignorabimus.xml,ja,,
960,GEORG,"sagt mit instinktivem Widerwillen; fast wie schon jetzt seinen Todfeind in ihm witternd;
  inquirierend.","Um Onkel Ludwig, der ihm doch höchstens ... eine bloß mehr oder minder amüsante, oder groteske Globetrotter-Erinnrung sein kann ... auf einmal improvisierte Krankenwärterdienste zu leisten? Oder mir, mit seinem Hut in der Hand, mißglückte Komplimente an den Kopf zu werfen?",holz-ignorabimus.xml,ja,,
653,DUFROY,"sagt mit jetzt »schnellender Zornader«; in seinem Satz, den er ihm unwillig unterbrochen
  hat, sich schnell steigernd, weiter.","Und das, trotz deiner, wie mir ernstlich vorkommen will, im Moment noch ungleich hoffärtigeren Gemütsverfassung, ganz sicher und gewiß auch du nochmal ...",holz-ignorabimus.xml,ja,,
631,DUFROY,sagt mit leicht zusammengezogenen Brauen nach ihm aufblickend.,Du solltest nicht ... von dir selbst ...,holz-ignorabimus.xml,ja,,
86,MARIANNE,"sagt mit leiser, heimlicher Mokerie.",Du berauschst dich in einer nachträglichen Buchführung ...!,holz-ignorabimus.xml,ja,,
1886,DUFROY,sagt mit letzter Aufstachlung.,Wenn du jetzt den entscheidenden Mut nicht hast ...,holz-ignorabimus.xml,ja,,
1029,MARIANNE,"sagt mit letzter Ausflucht; sich kaum noch aufrecht haltend; unruhig durch den Raum und
  dabei auch nach dem jetzt wieder matt blaugrau auftauchenden Blätterschattenspiel in den
  Fenstern blickend.","Ich weiß nicht, ob es draußen ... an dieser drückenden Schwüle liegt, oder ... ist es bloß ... meine Erschöpftheit ... aber ich habe das Gefühl ... grade heute ... würde die Sitzung ... uns mißlingen!",holz-ignorabimus.xml,ja,,
1741,DIE ERSCHEINUNG,"sagt mit letzter Gewalt; ihr zweites Wort nach ihm schleudernd, wie einen
  Dolchstoß.",Du ... lügst!,holz-ignorabimus.xml,ja,,
3453,MARIANNE,sagt mit letzter Gewißheit.,Nicht mehr wiedersehn! ...,holz-ignorabimus.xml,ja,,
1832,DIE ERSCHEINUNG,sagt mit letzter Vehemenz; so daß alle wieder einen Augenblick zurückstutzen.,"Geschlagner, als Hiob!",holz-ignorabimus.xml,ja,,
2417,MARIANNE,"sagt mit letzter, äußerster Selbstsicherheit und Bestimmtheit.","Nach der von ihr ganz fraglos, wenigstens für mich und mein Empfinden, rein instinktiv erfolgten Mitnahme",holz-ignorabimus.xml,ja,,
1299,MARIANNE,"sagt mit letzter, fast höhnischer Selbstsicherheit und Kraft; sich unwillkürlich noch
  höher richtend.",Seit dem ersten Augenblick ... wo er mir vor acht Jahren ... im Garten dieses Hauses ... gegenübertrat!,holz-ignorabimus.xml,ja,,
60,MARIANNE,sagt mit Mühe sich wieder sammelnd.,"Ich ... begreife nicht, ich ... kann gar nicht verstehn ... wie du bei deiner sonstigen Güte ...",holz-ignorabimus.xml,ja,,
749,MARIANNE,sagt mit mühsam verhaltner Erregung;von ihm abgewandt; die Augen geschlossen.,Du hättest ... die du für Mariette hieltst ... nicht gleich in deine Arme schließen sollen! ...,holz-ignorabimus.xml,ja,,
3014,ONKEL LUDWIG,"sagt mit neuer, jetzt noch erhöhter Verve, wieder einsetzend.","Plötzlich ... mit einem Ruck und mit einemmal ... unter einer schrill ohrzerreißend aufgellenden, markerschütternd losrasselnden, alle Sinne wie taumelnd übertäubenden Pfeifen-, Zymbeln-, Tamtam-, Triangel- und Kesseltrommelmusik, die mir mit ihrer dumpfen, dunklen, wollüstig stimulierenden, orphischen Urmelodie durch alle Nerven und Adern rann ...",holz-ignorabimus.xml,ja,,
1505,UEXKÜLL,sagt mit noch »bebenden Nüstern«; seine Augen in denen Georgs.,"Sie gehn zu weit! ... Habe ich an dieser Sitzung teilgenommen, um kritiklos ...",holz-ignorabimus.xml,ja,,
3663,MARIANNE,sagt mit noch erhobnerer Stimme nochmals.,Du gibst mir dein Wort ...,holz-ignorabimus.xml,ja,,
2226,GEORG,sagt mit noch erhobnerer Stimme; nochmals zu seiner Anklage ausholend.,Aus welchem Grund ...,holz-ignorabimus.xml,ja,,
109,ONKEL LUDWIG,sagt mit noch erhöhtem Nachdruck.,"Wo er uns Afra, dieses liebe, süße Geschöpf aus einer andern und, wie ich denn doch zuversichtlich hoffen möchte, bessern Welt ... durch seine törichte, unvernünftige, plötzliche Fragerei verscheucht hat!",holz-ignorabimus.xml,ja,,
2177,GEORG,sagt mit noch gesteigertem Ingrimm; immer dabei auf und ab.,Jaja! Wo kommt der mit einmal her?,holz-ignorabimus.xml,ja,,
1846,DIE ERSCHEINUNG,sagt mit noch größerer Kraft.,Wie Mariette gehn! Durch deine eigne ...,holz-ignorabimus.xml,ja,,
